ID,Y,filename,sex,age,age_years,corpus,group,child_TNW,child_TNS,examiner_TNW,freq_ttr,r_2_i_verbs,mor_words,num_pos_tags,n_dos,repetition,retracing,fillers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,word_errors,,,,,,,,,total_error
127,0,472.cha,female,57,4.75,ENNI,TD,346,50,0,0.303,0.34,327,29,0,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,6
128,0,501.cha,female,68,5.666666667,ENNI,TD,705,81,2,0.247,0.313432836,649,49,1,21,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,8
129,0,502.cha,female,65,5.416666667,ENNI,TD,444,65,25,0.265,0.262295082,374,31,0,22,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,29
130,0,503.cha,male,67,5.583333333,ENNI,TD,731,87,6,0.234,0.246753247,636,42,1,49,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,9
131,0,504.cha,male,69,5.75,ENNI,TD,945,111,20,0.203,0.365591398,900,47,1,15,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13
132,0,505.cha,male,62,5.166666667,ENNI,TD,461,62,18,0.246,0.279069767,402,38,0,36,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,30
133,0,506.cha,female,63,5.25,ENNI,TD,552,73,11,0.238,0.316666667,513,39,0,16,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,29
134,0,507.cha,female,65,5.416666667,ENNI,TD,751,101,16,0.23,0.341463415,677,45,4,24,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,3
135,0,508.cha,male,68,5.666666667,ENNI,TD,404,64,1,0.316,0.226415094,354,32,0,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,31
136,0,509.cha,female,69,5.75,ENNI,TD,514,67,0,0.274,0.409090909,493,42,2,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,11
137,0,510.cha,female,61,5.083333333,ENNI,TD,509,56,0,0.288,0.519230769,469,38,0,8,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,8
138,0,511.cha,female,65,5.416666667,ENNI,TD,405,54,0,0.373,0.282608696,399,40,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22
139,0,512.cha,male,65,5.416666667,ENNI,TD,827,100,0,0.207,0.261904762,752,40,1,22,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,31
140,0,513.cha,female,67,5.583333333,ENNI,TD,631,60,8,0.225,0.23943662,570,41,1,56,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,32
141,0,514.cha,male,66,5.5,ENNI,TD,575,68,16,0.251,0.321428571,542,39,0,8,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,7
142,0,515.cha,female,71,5.916666667,ENNI,TD,296,51,0,0.348,0.234042553,279,38,0,4,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18
143,0,516.cha,female,67,5.583333333,ENNI,TD,493,57,0,0.287,0.346938776,415,40,2,34,7,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,9
144,0,517.cha,female,66,5.5,ENNI,TD,976,140,6,0.15,0.226190476,900,42,2,25,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
145,0,518.cha,male,66,5.5,ENNI,TD,557,62,14,0.249,0.288461539,438,36,0,26,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,20
146,0,520.cha,male,69,5.75,ENNI,TD,662,64,8,0.232,0.260273973,499,39,1,57,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,41
147,0,522.cha,male,66,5.5,ENNI,TD,480,59,2,0.266,0.848484849,418,34,0,23,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22
148,0,524.cha,male,68,5.666666667,ENNI,TD,547,53,27,0.267,0.442307692,427,36,2,29,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,25
149,0,526.cha,male,71,5.916666667,ENNI,TD,657,82,3,0.224,0.352941177,589,42,1,15,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,12
150,0,528.cha,female,61,5.083333333,ENNI,TD,844,111,9,0.217,0.4,761,38,1,5,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,10
151,0,530.cha,female,69,5.75,ENNI,TD,461,71,19,0.297,0.133333333,434,33,0,4,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13
152,0,532.cha,male,68,5.666666667,ENNI,TD,462,65,0,0.256,0.318181818,433,32,0,11,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,46
153,0,533.cha,male,67,5.583333333,ENNI,TD,552,82,0,0.256,0.31147541,492,39,1,8,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,26
154,0,536.cha,female,68,5.666666667,ENNI,TD,1100,123,127,0.18,0.27027027,929,44,1,33,32,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,12
155,0,538.cha,female,65,5.416666667,ENNI,TD,409,58,4,0.301,0.30952381,375,40,1,5,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,7
156,0,539.cha,female,71,5.916666667,ENNI,TD,910,110,0,0.233,0.410526316,812,45,0,40,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
157,0,541.cha,male,71,5.916666667,ENNI,TD,492,57,7,0.267,0.319148936,434,37,0,12,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
158,0,543.cha,male,72,6,ENNI,TD,298,55,0,0.338,0.101694915,266,30,0,17,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6
159,0,544.cha,female,66,5.5,ENNI,TD,353,61,14,0.3,0.372093023,333,32,0,7,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,59
160,0,545.cha,male,61,5.083333333,ENNI,TD,396,55,0,0.302,0.393939394,334,32,0,28,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
161,0,547.cha,male,63,5.25,ENNI,TD,422,54,0,0.277,0.341463415,361,40,1,41,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,25
162,0,548.cha,female,64,5.333333333,ENNI,TD,396,52,0,0.29,0.255319149,386,31,0,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
163,0,549.cha,male,68,5.666666667,ENNI,TD,750,90,0,0.195,0.417910448,681,39,3,9,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
164,0,550.cha,male,66,5.5,ENNI,TD,778,96,0,0.227,0.341772152,717,40,1,18,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,38
165,0,551.cha,female,61,5.083333333,ENNI,TD,784,122,0,0.27,1.352941177,748,54,8,17,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,9
166,0,552.cha,male,64,5.333333333,ENNI,TD,876,94,0,0.239,0.21686747,735,45,3,37,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,16
167,0,553.cha,female,72,6,ENNI,TD,548,66,0,0.262,0.625,531,37,0,3,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,19
168,0,554.cha,male,65,5.416666667,ENNI,TD,783,89,0,0.229,0.307692308,707,42,1,27,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,4
169,0,555.cha,male,63,5.25,ENNI,TD,396,56,0,0.341,0.118644068,375,42,0,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,17
170,0,557.cha,female,62,5.166666667,ENNI,TD,737,84,1,0.223,0.151898734,660,45,0,18,23,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,34
171,0,559.cha,male,66,5.5,ENNI,TD,413,63,0,0.278,0.264150943,363,36,1,17,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6
172,0,561.cha,male,62,5.166666667,ENNI,TD,545,70,2,0.24,0.228070175,513,38,2,7,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21
173,0,562.cha,female,60,5,ENNI,TD,732,105,3,0.221,0.32,670,44,5,19,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,31
174,0,563.cha,female,63,5.25,ENNI,TD,457,56,0,0.278,0.341463415,432,39,1,11,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,27
175,0,564.cha,female,71,5.916666667,ENNI,TD,793,79,0,0.242,0.435294118,731,43,3,22,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13
176,0,565.cha,male,64,5.333333333,ENNI,TD,383,62,2,0.203,2.125,364,27,0,7,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
177,0,571.cha,female,64,5.333333333,ENNI,TD,818,94,0,0.234,0.378048781,745,44,2,32,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21
178,0,601.cha,male,82,6.833333333,ENNI,TD,903,117,0,0.183,0.101694915,792,45,0,35,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22
179,0,602.cha,male,73,6.083333333,ENNI,TD,488,63,5,0.254,0.236363636,441,38,0,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,24
180,0,603.cha,male,79,6.583333333,ENNI,TD,1117,113,0,0.178,0.4,930,51,1,42,36,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
181,0,604.cha,female,76,6.333333333,ENNI,TD,486,66,7,0.274,0.368421053,434,45,1,23,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,16
182,0,605.cha,female,82,6.833333333,ENNI,TD,781,76,0,0.199,0.291666667,707,44,0,21,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
183,0,606.cha,male,83,6.916666667,ENNI,TD,439,63,2,0.294,0.178571429,385,40,1,24,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,11
184,0,608.cha,male,74,6.166666667,ENNI,TD,852,94,21,0.197,0.341463415,721,40,1,32,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,39
185,0,610.cha,female,74,6.166666667,ENNI,TD,508,60,19,0.281,0.274193548,463,37,0,9,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,23
186,0,612.cha,female,80,6.666666667,ENNI,TD,579,70,3,0.246,0.428571429,562,43,1,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,15
187,0,614.cha,male,82,6.833333333,ENNI,TD,410,63,0,0.334,0.237288136,392,34,1,9,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,26
188,0,615.cha,male,78,6.5,ENNI,TD,302,53,0,0.321,0.421052632,277,29,0,7,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,52
189,0,616.cha,female,72,6,ENNI,TD,723,90,2,0.214,0.3,669,41,3,10,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,28
190,0,618.cha,female,78,6.5,ENNI,TD,620,64,13,0.255,0.25,565,42,1,15,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,31
191,0,620.cha,male,81,6.75,ENNI,TD,494,73,0,0.307,0.432835821,462,47,1,14,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,28
192,0,622.cha,male,79,6.583333333,ENNI,TD,490,65,4,0.287,0.320754717,418,35,1,11,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21
193,0,624.cha,female,73,6.083333333,ENNI,TD,526,68,4,0.304,0.179104478,497,37,0,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
194,0,626.cha,male,80,6.666666667,ENNI,TD,567,74,9,0.284,0.292682927,510,42,2,9,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
195,0,628.cha,male,79,6.583333333,ENNI,TD,403,59,16,0.256,0.333333333,348,32,0,17,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
196,0,630.cha,female,82,6.833333333,ENNI,TD,411,59,9,0.271,0.085106383,350,31,0,17,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,25
197,0,632.cha,female,74,6.166666667,ENNI,TD,800,99,14,0.212,0.225806452,712,44,1,18,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
198,0,634.cha,female,73,6.083333333,ENNI,TD,427,60,0,0.293,0.173076923,403,33,1,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,14
199,0,636.cha,female,83,6.916666667,ENNI,TD,615,73,12,0.22,0.333333333,567,36,2,12,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6
200,0,637.cha,male,73,6.083333333,ENNI,TD,398,52,0,0.307,0.428571429,332,31,0,19,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22
201,0,639.cha,male,74,6.166666667,ENNI,TD,510,70,0,0.281,0.163934426,484,36,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13
202,0,641.cha,female,78,6.5,ENNI,TD,456,73,17,0.263,0.25,430,36,2,9,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18
203,0,645.cha,male,79,6.583333333,ENNI,TD,1033,129,0,0.17,0.24137931,912,43,1,24,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
204,0,647.cha,male,83,6.916666667,ENNI,TD,414,54,0,0.297,0.361702128,404,42,2,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6
205,0,648.cha,female,79,6.583333333,ENNI,TD,563,107,32,0.316,1.239130435,529,41,1,10,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,8
206,0,649.cha,female,77,6.416666667,ENNI,TD,386,50,0,0.33,0.340909091,342,29,0,15,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,21
207,0,650.cha,male,78,6.5,ENNI,TD,471,70,6,0.319,0.242424242,455,40,1,7,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
208,0,651.cha,male,83,6.916666667,ENNI,TD,427,53,0,0.315,0.218181818,397,37,1,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9
209,0,652.cha,male,74,6.166666667,ENNI,TD,421,57,0,0.243,0.333333333,383,33,0,26,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,15
210,0,653.cha,female,78,6.5,ENNI,TD,619,75,0,0.267,0.233766234,569,38,0,18,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
211,0,654.cha,female,74,6.166666667,ENNI,TD,832,100,6,0.213,0.166666667,717,43,1,23,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,25
212,0,655.cha,female,81,6.75,ENNI,TD,711,81,0,0.251,0.209677419,646,38,1,23,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
213,0,656.cha,female,80,6.666666667,ENNI,TD,513,75,0,0.311,0.31147541,499,39,0,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22
214,0,657.cha,male,79,6.583333333,ENNI,TD,360,60,0,0.256,0.298245614,347,27,0,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,41
215,0,658.cha,male,76,6.333333333,ENNI,TD,848,104,34,0.187,0.295774648,705,40,0,22,47,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,13
216,0,659.cha,male,83,6.916666667,ENNI,TD,550,61,0,0.257,0.482758621,491,42,1,14,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,17
217,0,660.cha,male,80,6.666666667,ENNI,TD,862,109,0,0.223,0.346938776,755,46,2,29,30,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13
218,0,661.cha,male,80,6.666666667,ENNI,TD,429,59,0,0.286,0.306122449,371,33,0,8,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21
219,0,663.cha,male,80,6.666666667,ENNI,TD,351,54,0,0.304,0.210526316,313,33,0,4,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,3
220,0,664.cha,male,82,6.833333333,ENNI,TD,899,110,0,0.238,0.295238095,853,45,1,5,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,27
221,0,665.cha,female,82,6.833333333,ENNI,TD,422,57,0,0.252,0.340425532,400,38,2,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,20
222,0,666.cha,female,82,6.833333333,ENNI,TD,414,57,0,0.273,0.137254902,395,37,0,13,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,8
223,0,669.cha,female,79,6.583333333,ENNI,TD,310,64,0,0.331,0.263157895,296,30,0,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6
224,0,670.cha,female,82,6.833333333,ENNI,TD,762,91,0,0.245,0.22826087,713,43,1,6,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,9
225,0,671.cha,male,75,6.25,ENNI,TD,472,68,0,0.269,0.510204082,431,36,0,3,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6
226,0,676.cha,female,82,6.833333333,ENNI,TD,585,74,0,0.311,0.1875,521,43,1,17,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,12
227,0,677.cha,female,81,6.75,ENNI,TD,711,79,0,0.248,0.413333333,608,46,0,20,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
228,0,701.cha,male,84,7,ENNI,TD,637,75,24,0.217,0.283333333,605,43,7,12,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,18
229,0,702.cha,male,85,7.083333333,ENNI,TD,380,55,0,0.27,0.155555556,348,34,1,13,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,15
230,0,704.cha,female,86,7.166666667,ENNI,TD,369,52,0,0.325,0.177777778,354,36,0,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
231,0,705.cha,male,90,7.5,ENNI,TD,551,79,0,0.265,0.2375,505,36,1,13,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,15
232,0,706.cha,female,94,7.833333333,ENNI,TD,564,73,5,0.287,0.225806452,506,36,0,28,8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,16
233,0,707.cha,male,89,7.416666667,ENNI,TD,450,58,0,0.256,0.229508197,438,35,0,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
234,0,708.cha,female,94,7.833333333,ENNI,TD,470,61,0,0.284,0.095238095,433,34,0,29,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
235,0,709.cha,male,93,7.75,ENNI,TD,314,50,0,0.286,0.133333333,297,26,0,4,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,15
236,0,711.cha,female,91,7.583333333,ENNI,TD,759,76,0,0.261,0.296703297,702,52,1,13,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,18
237,0,712.cha,male,90,7.5,ENNI,TD,693,72,0,0.25,0.435897436,620,41,1,12,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,16
238,0,713.cha,male,95,7.916666667,ENNI,TD,769,71,0,0.192,0.315789474,673,42,0,20,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,18
239,0,714.cha,female,91,7.583333333,ENNI,TD,730,86,0,0.263,0.7125,697,46,3,8,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1
240,0,716.cha,male,95,7.916666667,ENNI,TD,706,77,0,0.243,0.319148936,699,41,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,33
241,0,718.cha,male,93,7.75,ENNI,TD,856,101,0,0.215,0.302752294,736,41,0,34,26,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,16
242,0,720.cha,female,95,7.916666667,ENNI,TD,680,69,0,0.242,0.277108434,621,38,0,14,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5
243,0,722.cha,female,93,7.75,ENNI,TD,640,76,6,0.232,0.365079365,616,39,3,1,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,15
244,0,724.cha,male,91,7.583333333,ENNI,TD,693,94,0,0.224,0.397727273,646,41,2,12,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
245,0,726.cha,female,90,7.5,ENNI,TD,1051,106,17,0.199,0.343137255,916,50,2,34,43,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,7
246,0,728.cha,male,84,7,ENNI,TD,843,88,26,0.242,0.252747253,699,49,1,26,47,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,17
247,0,730.cha,female,93,7.75,ENNI,TD,320,54,2,0.332,0.195652174,304,28,0,0,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4
248,0,732.cha,male,96,8,ENNI,TD,813,98,7,0.193,0.16091954,727,40,1,17,31,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
249,0,736.cha,female,90,7.5,ENNI,TD,334,45,0,0.326,0.378378378,322,35,0,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,30
250,0,737.cha,female,95,7.916666667,ENNI,TD,506,59,0,0.292,0.545454546,489,37,0,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2
251,0,738.cha,male,90,7.5,ENNI,TD,845,95,1,0.21,0.361702128,762,41,3,15,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
252,0,743.cha,female,84,7,ENNI,TD,1000,137,0,0.231,0.18487395,903,43,0,23,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,44
253,0,744.cha,male,95,7.916666667,ENNI,TD,435,68,0,0.353,0.295774648,430,38,3,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,7
254,0,746.cha,female,89,7.416666667,ENNI,TD,594,70,0,0.272,0.186046512,547,35,0,22,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,9
255,0,748.cha,female,90,7.5,ENNI,TD,632,66,0,0.25,0.238095238,623,38,2,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,19
256,0,750.cha,male,95,7.916666667,ENNI,TD,458,53,0,0.284,0.210526316,447,40,1,7,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
257,0,752.cha,male,94,7.833333333,ENNI,TD,640,71,0,0.226,0.508474576,549,41,1,26,21,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,19
258,0,754.cha,female,87,7.25,ENNI,TD,462,55,36,0.292,0.292307692,452,35,1,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
259,0,755.cha,male,90,7.5,ENNI,TD,777,95,0,0.247,0.258426966,697,45,1,18,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18
260,0,756.cha,male,92,7.666666667,ENNI,TD,738,67,0,0.256,0.418918919,594,40,1,17,47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,9
261,0,757.cha,female,90,7.5,ENNI,TD,562,77,3,0.255,0.2,506,34,0,21,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,19
