ID,Y,filename,sex,age,age_years,corpus,group,child_TNW,child_TNS,examiner_TNW,freq_ttr,r_2_i_verbs,mor_words,num_pos_tags,n_dos,repetition,retracing,fillers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,word_errors,,,,,,,,,total_error
262,0,758.cha,male,88,7.333333333,ENNI,TD,800,75,0,0.207,0.305555556,745,41,0,18,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,23
263,0,759.cha,female,86,7.166666667,ENNI,TD,482,63,0,0.274,0.315789474,467,37,0,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,9
264,0,760.cha,female,90,7.5,ENNI,TD,838,89,0,0.225,0.47826087,792,46,3,4,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
265,0,761.cha,female,91,7.583333333,ENNI,TD,444,63,0,0.275,0.181818182,415,39,0,11,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,15
266,0,762.cha,male,89,7.416666667,ENNI,TD,822,91,0,0.209,0.372340426,748,43,3,12,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13
267,0,763.cha,male,89,7.416666667,ENNI,TD,751,84,0,0.198,0.315068493,702,38,1,17,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13
268,0,764.cha,male,93,7.75,ENNI,TD,475,65,0,0.267,0.163636364,442,38,1,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
269,0,765.cha,male,85,7.083333333,ENNI,TD,582,60,0,0.264,0.722222222,504,38,1,22,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,8
270,0,766.cha,female,96,8,ENNI,TD,700,95,0,0.236,0.25,682,39,0,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
271,0,767.cha,female,90,7.5,ENNI,TD,667,87,0,0.283,0.338461539,593,46,4,18,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,16
272,0,768.cha,female,91,7.583333333,ENNI,TD,1026,113,0,0.171,0.345238095,967,47,3,21,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,25
273,0,769.cha,female,93,7.75,ENNI,TD,489,59,0,0.272,0.278688525,474,35,1,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,11
274,0,770.cha,female,89,7.416666667,ENNI,TD,835,102,3,0.219,0.435897436,802,43,0,10,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,32
275,0,771.cha,male,88,7.333333333,ENNI,TD,421,55,0,0.325,0.2,366,36,1,13,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22
276,0,772.cha,male,84,7,ENNI,TD,892,89,0,0.211,0.442105263,807,41,2,26,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
277,0,773.cha,female,90,7.5,ENNI,TD,498,56,0,0.246,0.361702128,464,34,0,4,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,28
278,0,801.cha,male,107,8.916666667,ENNI,TD,487,57,0,0.279,0.323943662,470,30,0,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13
279,0,802.cha,female,99,8.25,ENNI,TD,775,88,15,0.207,0.11827957,710,44,1,19,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,10
280,0,803.cha,female,99,8.25,ENNI,TD,1131,111,0,0.174,0.299212598,1014,52,1,30,30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2
281,0,804.cha,male,104,8.666666667,ENNI,TD,876,107,2,0.264,0.486725664,739,48,1,55,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,23
282,0,805.cha,male,107,8.916666667,ENNI,TD,1190,116,0,0.207,0.275641026,1128,47,5,18,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,24
283,0,806.cha,male,104,8.666666667,ENNI,TD,604,72,0,0.268,0.172413793,514,37,1,21,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,37
284,0,808.cha,female,100,8.333333333,ENNI,TD,972,91,5,0.209,0.305263158,786,47,2,71,35,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
285,0,809.cha,female,107,8.916666667,ENNI,TD,553,68,0,0.283,0.197530864,541,43,0,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,37
286,0,810.cha,female,100,8.333333333,ENNI,TD,564,59,0,0.239,0.351851852,524,37,0,15,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,24
287,0,811.cha,male,107,8.916666667,ENNI,TD,918,96,0,0.236,0.313131313,863,51,3,39,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
288,0,812.cha,female,104,8.666666667,ENNI,TD,761,81,4,0.224,0.295454546,648,36,0,52,18,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18
289,0,813.cha,female,100,8.333333333,ENNI,TD,464,69,0,0.293,0.384615385,447,36,4,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,27
290,0,815.cha,female,99,8.25,ENNI,TD,712,80,0,0.234,0.227848101,627,44,0,14,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,10
291,0,816.cha,female,104,8.666666667,ENNI,TD,656,79,0,0.271,0.275510204,634,41,1,4,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
292,0,818.cha,female,105,8.75,ENNI,TD,1059,109,4,0.263,0.246031746,973,53,3,13,42,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
293,0,820.cha,male,101,8.416666667,ENNI,TD,729,69,0,0.252,0.337662338,650,39,1,22,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,28
294,0,822.cha,male,107,8.916666667,ENNI,TD,1219,138,0,0.211,0.291925466,1149,48,3,6,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,7
295,0,824.cha,female,96,8,ENNI,TD,562,76,11,0.313,0.46969697,483,42,4,22,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
296,0,826.cha,male,96,8,ENNI,TD,530,72,0,0.276,0.348484849,489,39,0,8,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21
297,0,828.cha,female,102,8.5,ENNI,TD,439,59,13,0.325,0.25,375,37,1,26,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,9
298,0,830.cha,male,100,8.333333333,ENNI,TD,515,68,26,0.28,0.260869565,479,44,0,14,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,37
299,0,834.cha,male,104,8.666666667,ENNI,TD,696,76,0,0.266,0.235294118,621,41,0,12,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,13
300,0,836.cha,male,106,8.833333333,ENNI,TD,784,100,0,0.244,0.313043478,725,41,2,17,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,38
301,0,837.cha,male,101,8.416666667,ENNI,TD,550,67,0,0.279,0.290909091,519,44,1,12,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,9
302,0,838.cha,male,103,8.583333333,ENNI,TD,534,61,0,0.315,0.306451613,496,45,0,5,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,27
303,0,840.cha,male,98,8.166666667,ENNI,TD,592,76,0,0.255,0.236842105,495,34,1,17,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,10
304,0,842.cha,female,101,8.416666667,ENNI,TD,760,89,0,0.24,0.314606742,663,42,1,34,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
305,0,843.cha,male,103,8.583333333,ENNI,TD,483,59,3,0.316,0.214285714,452,38,0,13,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
306,0,844.cha,female,107,8.916666667,ENNI,TD,1258,143,0,0.208,0.504672897,1166,51,4,22,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,23
307,0,845.cha,female,97,8.083333333,ENNI,TD,559,67,0,0.272,0.191780822,496,36,1,24,10,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22
308,0,846.cha,female,97,8.083333333,ENNI,TD,820,82,0,0.229,0.267441861,711,41,3,22,41,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
309,0,847.cha,female,107,8.916666667,ENNI,TD,577,75,0,0.29,0.264705882,556,42,5,9,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
310,0,848.cha,female,104,8.666666667,ENNI,TD,1380,147,0,0.211,0.420634921,1211,48,0,35,49,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
311,0,849.cha,male,102,8.5,ENNI,TD,682,70,0,0.245,0.234693878,616,39,1,16,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,4
312,0,850.cha,female,106,8.833333333,ENNI,TD,856,85,0,0.212,0.22826087,784,46,0,12,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18
313,0,851.cha,male,104,8.666666667,ENNI,TD,380,61,0,0.345,0.098360656,354,37,0,0,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
314,0,852.cha,female,104,8.666666667,ENNI,TD,942,84,0,0.188,0.206521739,869,42,0,22,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5
315,0,853.cha,male,103,8.583333333,ENNI,TD,659,76,0,0.214,0.287671233,588,38,0,19,21,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,40
316,0,854.cha,male,106,8.833333333,ENNI,TD,841,79,0,0.267,0.183486239,741,44,2,31,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
317,0,855.cha,male,106,8.833333333,ENNI,TD,422,56,0,0.308,0.552631579,400,39,2,20,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,8
318,0,856.cha,male,106,8.833333333,ENNI,TD,348,49,0,0.319,0.409090909,323,36,0,7,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,8
319,0,857.cha,male,105,8.75,ENNI,TD,426,51,0,0.295,0.333333333,396,32,0,16,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,10
320,0,859.cha,female,105,8.75,ENNI,TD,741,88,0,0.23,0.341463415,699,41,2,9,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,39
321,0,861.cha,female,99,8.25,ENNI,TD,625,71,0,0.316,0.283950617,601,45,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,36
322,0,863.cha,male,98,8.166666667,ENNI,TD,502,56,0,0.267,0.340425532,457,38,1,5,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,28
323,0,865.cha,male,106,8.833333333,ENNI,TD,424,50,0,0.293,0.477272727,382,32,0,14,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,30
324,0,866.cha,female,108,9,ENNI,TD,725,82,0,0.226,0.516853933,705,42,1,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5
325,0,867.cha,male,105,8.75,ENNI,TD,976,100,15,0.224,0.330434783,931,49,3,13,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35
326,0,868.cha,female,104,8.666666667,ENNI,TD,654,81,0,0.228,0.166666667,624,38,1,4,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
327,0,869.cha,female,104,8.666666667,ENNI,TD,794,88,0,0.248,0.311827957,747,45,0,14,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,8
328,0,902.cha,female,118,9.833333333,ENNI,TD,925,100,7,0.207,0.309278351,831,45,6,9,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
329,0,904.cha,male,110,9.166666667,ENNI,TD,483,57,0,0.306,0.146666667,454,36,0,7,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,38
330,0,905.cha,female,113,9.416666667,ENNI,TD,1746,152,0,0.194,0.484375,1547,54,5,82,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,31
331,0,906.cha,female,114,9.5,ENNI,TD,623,67,9,0.247,0.202380952,592,39,0,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
332,0,907.cha,female,112,9.333333333,ENNI,TD,555,57,0,0.333,0.421052632,486,43,0,30,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,8
333,0,908.cha,female,118,9.833333333,ENNI,TD,1153,114,0,0.189,0.255639098,1036,43,2,39,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
334,0,909.cha,female,111,9.25,ENNI,TD,653,72,0,0.228,0.202702703,609,39,2,8,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
335,0,910.cha,male,113,9.416666667,ENNI,TD,983,92,14,0.233,0.282828283,915,49,4,21,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,23
336,0,911.cha,male,110,9.166666667,ENNI,TD,653,75,5,0.257,0.238636364,610,39,0,13,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
337,0,912.cha,male,118,9.833333333,ENNI,TD,1287,142,0,0.18,0.360902256,1238,43,2,12,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5
338,0,913.cha,male,112,9.333333333,ENNI,TD,675,84,0,0.271,0.204081633,678,44,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,24
339,0,914.cha,female,116,9.666666667,ENNI,TD,547,65,0,0.269,0.173333333,524,34,0,3,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18
340,0,915.cha,female,109,9.083333333,ENNI,TD,456,65,0,0.295,0.196721312,413,39,0,19,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5
341,0,916.cha,male,112,9.333333333,ENNI,TD,980,112,3,0.187,0.228813559,877,41,1,19,49,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1
342,0,917.cha,male,108,9,ENNI,TD,550,67,0,0.25,0.298507463,507,39,1,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,26
343,0,918.cha,male,119,9.916666667,ENNI,TD,789,91,0,0.24,0.325842697,717,45,2,21,26,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,25
344,0,919.cha,female,110,9.166666667,ENNI,TD,592,69,0,0.27,0.243589744,570,36,0,15,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
345,0,921.cha,female,112,9.333333333,ENNI,TD,822,82,0,0.223,0.271186441,766,41,0,19,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,26
346,0,923.cha,male,118,9.833333333,ENNI,TD,612,55,0,0.273,0.17948718,568,36,1,18,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,38
347,0,925.cha,female,117,9.75,ENNI,TD,453,59,0,0.279,0.280701754,430,33,0,9,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18
348,0,927.cha,female,116,9.666666667,ENNI,TD,621,63,0,0.317,0.202380952,561,40,1,15,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,9
349,0,929.cha,female,114,9.5,ENNI,TD,844,93,0,0.2,0.294736842,801,45,2,25,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,40
350,0,931.cha,male,120,10,ENNI,TD,684,77,0,0.238,0.75,655,41,0,11,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,15
351,0,933.cha,female,119,9.916666667,ENNI,TD,444,65,5,0.358,0.205882353,430,40,0,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
352,0,937.cha,male,115,9.583333333,ENNI,TD,673,75,0,0.294,0.166666667,612,43,0,15,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
353,0,939.cha,male,117,9.75,ENNI,TD,615,71,0,0.259,0.313253012,586,41,1,10,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,8
354,0,941.cha,female,115,9.583333333,ENNI,TD,728,84,0,0.23,0.23,717,46,2,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22
355,0,945.cha,female,110,9.166666667,ENNI,TD,867,89,0,0.198,0.151785714,809,41,2,13,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
356,0,947.cha,male,119,9.916666667,ENNI,TD,426,57,0,0.33,0.123076923,361,35,0,17,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,28
357,0,949.cha,female,114,9.5,ENNI,TD,760,82,0,0.244,0.413793103,692,42,0,6,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,23
358,0,951.cha,male,111,9.25,ENNI,TD,429,51,0,0.283,0.425925926,389,33,1,16,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,15
359,0,953.cha,male,113,9.416666667,ENNI,TD,805,82,0,0.223,0.246575343,736,47,0,37,20,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,31
360,0,955.cha,female,117,9.75,ENNI,TD,1675,162,0,0.156,0.641666667,1557,48,6,28,45,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,12
361,0,956.cha,male,110,9.166666667,ENNI,TD,692,88,0,0.255,0.3125,647,40,4,21,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18
362,0,957.cha,male,113,9.416666667,ENNI,TD,759,81,0,0.238,0.43902439,722,42,6,12,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,33
363,0,958.cha,male,118,9.833333333,ENNI,TD,525,58,0,0.311,0.285714286,454,40,1,17,14,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,36
364,0,959.cha,female,108,9,ENNI,TD,650,70,0,0.241,0.253521127,586,45,0,7,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22
365,0,960.cha,female,111,9.25,ENNI,TD,961,105,0,0.227,0.269230769,869,44,1,31,31,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
366,0,961.cha,male,110,9.166666667,ENNI,TD,526,59,0,0.273,0.257142857,490,37,1,2,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,32
367,0,962.cha,female,119,9.916666667,ENNI,TD,448,63,0,0.295,0.233333333,424,39,0,6,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,24
368,0,963.cha,female,109,9.083333333,ENNI,TD,609,73,0,0.257,0.293333333,610,37,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,40
369,0,964.cha,female,113,9.416666667,ENNI,TD,801,78,0,0.232,0.204081633,760,44,2,8,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,22
370,0,966.cha,male,114,9.5,ENNI,TD,542,71,0,0.289,0.466666667,508,44,4,10,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,29
371,0,967.cha,male,115,9.583333333,ENNI,TD,379,53,0,0.326,0.18,356,31,0,9,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
372,0,968.cha,male,116,9.666666667,ENNI,TD,418,57,0,0.313,0.410714286,383,36,1,17,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
373,0,969.cha,female,112,9.333333333,ENNI,TD,663,70,0,0.251,0.195121951,634,39,0,16,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,36
374,0,970.cha,male,115,9.583333333,ENNI,TD,784,69,0,0.266,0.14953271,662,36,0,30,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,23
375,0,971.cha,female,111,9.25,ENNI,TD,452,52,0,0.338,0.264705882,432,43,2,8,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,24
376,0,972.cha,male,114,9.5,ENNI,TD,591,64,0,0.274,0.181818182,565,40,3,5,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,12
377,0,974.cha,male,116,9.666666667,ENNI,TD,598,85,0,0.237,0.3,531,40,0,25,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,25
378,1,10y41702il-l.cha,female,122,10.16666667,Gillam,SLI,381,44,4,0.414,0.311111111,336,45,1,3,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,31
379,1,10y46768nj-l.cha,male,120,10,Gillam,SLI,559,58,10,0.388,0.547169811,520,53,2,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
380,1,10y48557va-l.cha,male,125,10.41666667,Gillam,SLI,298,34,13,0.38,0.363636364,266,33,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,25
381,1,10y54458pa-l.cha,male,121,10.08333333,Gillam,SLI,140,18,16,0.496,0.235294118,119,25,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,21
382,1,10y54459pa-l.cha,female,130,10.83333333,Gillam,SLI,314,41,14,0.401,0.527777778,284,41,1,2,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,57
383,1,10y54498pa-l.cha,female,130,10.83333333,Gillam,SLI,319,30,0,0.423,0.234042553,298,39,0,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,30
384,1,10y54500pa-l.cha,male,121,10.08333333,Gillam,SLI,929,88,0,0.265,0.56626506,810,58,4,2,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,19
385,1,10y54503pa-l.cha,male,120,10,Gillam,SLI,193,23,2,0.484,0.347826087,184,28,0,4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,58
386,1,10y54506pa-l.cha,male,123,10.25,Gillam,SLI,446,38,0,0.395,0.448979592,370,44,2,4,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,7
387,1,10y54833ma-l.cha,female,121,10.08333333,Gillam,SLI,80,13,9,0.514,0.363636364,74,26,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,32
388,1,10y54937co-l.cha,male,129,10.75,Gillam,SLI,501,44,0,0.346,0.363636364,396,48,1,4,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,17
389,1,10y54942co-l.cha,female,128,10.66666667,Gillam,SLI,308,35,11,0.449,0.457142857,292,42,0,2,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,29
390,1,10y55638co-l.cha,female,126,10.5,Gillam,SLI,472,44,10,0.313,0.4,425,43,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,39
391,1,10y55640co-l.cha,male,122,10.16666667,Gillam,SLI,218,21,3,0.437,0.1,183,35,1,7,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14
392,1,10y55642co-l.cha,male,122,10.16666667,Gillam,SLI,358,46,15,0.453,0.636363636,300,48,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,19
393,1,10y55645co-l.cha,male,122,10.16666667,Gillam,SLI,754,79,29,0.285,0.431818182,642,54,3,3,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13
394,1,10y55646co-l.cha,male,125,10.41666667,Gillam,SLI,316,42,51,0.445,0.535714286,283,50,1,5,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20
395,1,10y55650co-l.cha,male,127,10.58333333,Gillam,SLI,443,64,37,0.4,0.384615385,400,47,2,5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,11
